iter	Passed	Remaining
684	1828	840
685	1830	837
686	1832	834
687	1833	831
688	1836	828
689	1838	825
690	1840	822
691	1842	820
692	1844	817
693	1846	814
694	1848	811
695	1850	808
696	1853	805
697	1855	802
698	1857	799
699	1858	796
700	1860	793
701	1862	790
702	1864	787
703	1867	785
704	1868	782
705	1870	778
706	1871	775
707	1873	772
708	1875	769
709	1876	766
710	1878	763
711	1880	760
712	1883	758
713	1885	755
714	1887	752
715	1888	749
716	1890	746
717	1892	743
718	1894	740
719	1897	737
720	1899	734
721	1901	731
722	1902	728
723	1904	725
724	1906	722
725	1907	720
726	1909	717
727	1913	715
728	1916	712
729	1918	709
730	1919	706
731	1921	703
732	1923	700
733	1927	698
734	1929	695
735	1931	692
736	1933	690
737	1935	687
738	1937	684
739	1940	681
740	1942	679
741	1944	676
742	1945	673
743	1947	670
744	1949	667
745	1951	664
746	1953	661
747	1955	658
748	1957	656
749	1959	653
750	1960	650
751	1962	647
752	1964	644
753	1966	641
754	1967	638
755	1970	635
756	1972	633
757	1973	630
758	1975	627
759	1977	624
760	1978	621
761	1980	618
762	1982	615
763	1985	613
764	1987	610
765	1989	607
766	1990	604
767	1992	601
768	1994	599
769	1996	596
770	1998	593
771	2000	590
772	2002	588
773	2004	585
774	2006	582
775	2007	579
776	2010	576
777	2011	574
778	2015	571
779	2017	568
780	2018	566
781	2020	563
782	2022	560
783	2024	557
784	2025	554
785	2027	552
786	2030	549
787	2032	546
788	2034	544
789	2036	541
790	2038	538
791	2039	535
792	2041	532
793	2043	530
794	2045	527
795	2047	524
796	2049	521
797	2051	519
798	2052	516
799	2054	513
800	2056	510
801	2057	508
802	2060	505
803	2061	502
804	2063	499
805	2065	497
806	2067	494
807	2069	491
808	2070	488
809	2073	486
810	2075	483
811	2076	480
812	2078	478
813	2080	475
814	2082	472
815	2084	469
816	2085	467
817	2087	464
818	2089	461
819	2091	459
820	2093	456
821	2095	453
822	2096	450
823	2098	448
824	2100	445
825	2102	442
826	2104	440
827	2106	437
828	2108	434
829	2110	432
830	2112	429
831	2114	426
832	2115	424
833	2118	421
834	2120	419
835	2122	416
836	2124	413
837	2126	411
838	2128	408
839	2129	405
840	2132	403
841	2134	400
842	2136	397
843	2138	395
844	2139	392
845	2141	389
846	2142	387
847	2144	384
848	2146	381
849	2149	379
850	2151	376
851	2154	374
852	2156	371
853	2158	368
854	2159	366
855	2162	363
856	2164	361
857	2166	358
858	2168	355
859	2169	353
860	2171	350
861	2173	347
862	2174	345
863	2177	342
864	2179	340
865	2181	337
866	2182	334
867	2184	332
868	2186	329
869	2187	326
870	2189	324
871	2192	321
872	2194	319
873	2196	316
874	2197	313
875	2199	311
876	2201	308
877	2203	306
878	2205	303
879	2207	301
880	2209	298
881	2211	295
882	2212	293
883	2214	290
884	2216	288
885	2218	285
886	2221	282
887	2223	280
888	2224	277
889	2226	275
890	2228	272
891	2230	270
892	2232	267
893	2234	264
894	2237	262
895	2239	259
896	2242	257
897	2244	254
898	2246	252
899	2248	249
900	2251	247
901	2253	244
902	2255	242
903	2258	239
904	2260	237
905	2262	234
906	2264	232
907	2267	229
908	2269	227
909	2272	224
910	2274	222
911	2277	219
912	2281	217
913	2283	214
914	2285	212
915	2288	209
916	2290	207
917	2292	204
918	2293	202
919	2297	199
920	2299	197
921	2301	194
922	2303	192
923	2307	189
924	2309	187
925	2312	184
926	2314	182
927	2316	179
928	2318	177
929	2320	174
930	2322	172
931	2326	169
932	2328	167
933	2330	164
934	2331	162
935	2333	159
936	2335	157
937	2337	154
938	2339	152
939	2342	149
940	2344	146
941	2345	144
942	2347	141
943	2349	139
944	2351	136
945	2353	134
946	2356	131
947	2358	129
948	2360	126
949	2362	124
950	2364	121
951	2366	119
952	2369	116
953	2371	114
954	2373	111
955	2375	109
956	2377	106
957	2379	104
958	2381	101
959	2383	99
960	2386	96
961	2388	94
962	2390	91
963	2391	89
964	2393	86
965	2395	84
966	2397	81
967	2400	79
968	2402	76
969	2404	74
970	2405	71
971	2407	69
972	2409	66
973	2411	64
974	2413	61
975	2415	59
976	2417	56
977	2419	54
978	2421	51
979	2423	49
980	2424	46
981	2428	44
982	2429	42
983	2431	39
984	2433	37
985	2434	34
986	2436	32
987	2438	29
988	2440	27
989	2442	24
990	2444	22
991	2446	19
992	2447	17
993	2449	14
994	2451	12
995	2453	9
996	2456	7
997	2458	4
998	2460	2
999	2461	0
